TIME	INTERVALO	Abertura Valvula
176.000	1.000	13.059282
177.000	1.000	13.059282
178.000	1.000	13.059282
179.000	1.000	13.717437
180.000	1.000	13.151860
181.000	1.000	13.000989
182.000	1.000	13.000989
183.000	1.000	13.251233
184.000	1.000	12.583923
185.000	1.000	13.124407
186.000	1.000	13.124407
187.000	1.000	13.124407
188.000	1.000	13.108408
189.000	1.000	14.139116
190.000	1.000	14.139116
191.000	1.000	14.139116
192.000	1.000	12.056017
193.000	1.000	12.056017
194.000	1.000	12.056017
195.000	1.000	12.056017
196.000	1.000	12.056017
197.000	1.000	13.086724
198.000	1.000	13.086724
199.000	1.000	13.959694
200.000	1.000	13.667178
201.000	1.000	13.667178
202.000	1.000	12.884450
203.000	1.000	12.884450
204.000	1.000	12.884450
205.000	1.000	11.707497
206.000	1.000	13.341498
207.000	1.000	13.341498
208.000	1.000	13.341498
209.000	1.000	13.355207
210.000	1.000	13.355207
211.000	1.000	13.053572
212.000	1.000	12.789607
213.000	1.000	12.789607
214.000	1.000	12.036598
215.000	1.000	12.036598
216.000	1.000	12.036598
217.000	1.000	12.123405
218.000	1.000	12.491369
219.000	1.000	12.491369
220.000	1.000	15.190351
221.000	1.000	13.848853
222.000	1.000	12.663889
223.000	1.000	12.663889
224.000	1.000	12.767863
225.000	1.000	12.767863
226.000	1.000	12.461686
227.000	1.000	13.404369
228.000	1.000	13.404369
229.000	1.000	12.945008
230.000	1.000	13.679767
231.000	1.000	13.679767
232.000	1.000	13.679767
233.000	1.000	12.351978
234.000	1.000	12.583923
235.000	1.000	12.583923
236.000	1.000	12.583923
237.000	1.000	12.607908
238.000	1.000	11.842322
239.000	1.000	11.842322
240.000	1.000	11.842322
241.000	1.000	11.842322
242.000	1.000	11.842322
243.000	1.000	14.368773
244.000	1.000	14.368773
245.000	1.000	13.666058
246.000	1.000	13.240957
247.000	1.000	11.704040
248.000	1.000	11.704040
249.000	1.000	11.704040
250.000	1.000	12.284554
251.000	1.000	12.404490
252.000	1.000	12.404490
253.000	1.000	14.132261
254.000	1.000	14.132261
255.000	1.000	12.793016
256.000	1.000	12.793016
257.000	1.000	12.535954
258.000	1.000	13.135826
259.000	1.000	13.336968
260.000	1.000	13.336968
261.000	1.000	13.336968
262.000	1.000	13.336968
263.000	1.000	13.876271
264.000	1.000	13.294673
265.000	1.000	13.294673
266.000	1.000	12.799907
267.000	1.000	12.962127
268.000	1.000	12.962127
269.000	1.000	12.428546
270.000	1.000	13.366652
271.000	1.000	13.366652
272.000	1.000	13.226104
273.000	1.000	13.226104
274.000	1.000	12.239981
275.000	1.000	13.070726
276.000	1.000	13.464916
277.000	1.000	13.464916
278.000	1.000	13.852299
279.000	1.000	13.564337
280.000	1.000	13.196373
281.000	1.000	13.196373
282.000	1.000	13.510633
283.000	1.000	13.510633
284.000	1.000	13.200951
285.000	1.000	13.200951
286.000	1.000	11.948574
287.000	1.000	12.453663
288.000	1.000	12.654734
289.000	1.000	12.654734
290.000	1.000	12.654734
291.000	1.000	13.942587
292.000	1.000	13.942587
293.000	1.000	13.942587
294.000	1.000	13.942587
295.000	1.000	13.942587
296.000	1.000	13.942587
297.000	1.000	13.942587
298.000	1.000	13.942587
299.000	1.000	13.942587
300.000	1.000	12.404490
301.000	1.000	12.404490
302.000	1.000	12.404490
303.000	1.000	12.404490
304.000	1.000	84.979889
305.000	1.000	84.979889
306.000	1.000	84.979889
307.000	1.000	84.337547
308.000	1.000	82.420685
309.000	1.000	75.105309
310.000	1.000	75.105309
311.000	1.000	71.198723
312.000	1.000	66.424820
313.000	1.000	59.795715
314.000	1.000	59.795715
315.000	1.000	59.795715
316.000	1.000	51.734924
317.000	1.000	47.375847
318.000	1.000	47.375847
319.000	1.000	47.375847
320.000	1.000	40.755486
321.000	1.000	35.814465
322.000	1.000	31.969440
323.000	1.000	31.969440
324.000	1.000	26.280510
325.000	1.000	26.280510
326.000	1.000	26.280510
327.000	1.000	22.930777
328.000	1.000	22.930777
329.000	1.000	19.301950
330.000	1.000	19.301950
331.000	1.000	19.301950
332.000	1.000	17.759668
333.000	1.000	18.004787
334.000	1.000	17.769741
335.000	1.000	17.769741
336.000	1.000	18.512594
337.000	1.000	18.523907
338.000	1.000	18.820549
339.000	1.000	18.820549
340.000	1.000	18.008541
341.000	1.000	18.008541
342.000	1.000	18.008541
343.000	1.000	18.008541
344.000	1.000	18.008541
345.000	1.000	18.008541
346.000	1.000	17.132462
347.000	1.000	18.017340
348.000	1.000	18.017340
349.000	1.000	18.017340
350.000	1.000	18.017340
351.000	1.000	18.017340
352.000	1.000	18.017340
353.000	1.000	18.017340
354.000	1.000	18.017340
355.000	1.000	16.935110
356.000	1.000	16.935110
357.000	1.000	16.863464
358.000	1.000	17.238045
359.000	1.000	17.011774
360.000	1.000	17.011774
361.000	1.000	18.249905
362.000	1.000	17.716957
363.000	1.000	18.549025
364.000	1.000	18.549025
365.000	1.000	18.549025
366.000	1.000	17.938148
367.000	1.000	17.373789
368.000	1.000	17.373789
369.000	1.000	17.373789
370.000	1.000	18.019867
371.000	1.000	18.019867
372.000	1.000	18.019867
373.000	1.000	18.066370
374.000	1.000	17.650318
375.000	1.000	17.192804
376.000	1.000	17.192804
377.000	1.000	17.192804
378.000	1.000	17.877829
379.000	1.000	17.586243
380.000	1.000	17.882860
381.000	1.000	17.882860
382.000	1.000	18.792879
383.000	1.000	17.788578
384.000	1.000	18.228519
385.000	1.000	18.228519
386.000	1.000	18.228519
387.000	1.000	17.546009
388.000	1.000	17.546009
389.000	1.000	17.546009
390.000	1.000	16.931355
391.000	1.000	17.650318
392.000	1.000	17.473078
393.000	1.000	17.473078
394.000	1.000	17.530930
395.000	1.000	17.530930
396.000	1.000	17.530930
397.000	1.000	17.530930
398.000	1.000	17.530930
399.000	1.000	17.530930
400.000	1.000	17.211651
401.000	1.000	17.760933
402.000	1.000	17.760933
403.000	1.000	17.455505
404.000	1.000	17.278242
405.000	1.000	17.298365
406.000	1.000	17.298365
407.000	1.000	17.582453
408.000	1.000	17.484402
409.000	1.000	17.484402
410.000	1.000	18.361748
411.000	1.000	18.361748
412.000	1.000	18.179489
413.000	1.000	18.407011
414.000	1.000	18.407011
415.000	1.000	17.636513
416.000	1.000	18.625689
417.000	1.000	17.319763
418.000	1.000	17.319763
419.000	1.000	17.664183
420.000	1.000	17.882860
421.000	1.000	17.837597
422.000	1.000	17.837597
423.000	1.000	17.837597
424.000	1.000	17.600037
425.000	1.000	18.155634
426.000	1.000	18.155634
427.000	1.000	17.895449
428.000	1.000	18.396950
429.000	1.000	17.665398
430.000	1.000	17.665398
431.000	1.000	18.354202
432.000	1.000	17.637777
433.000	1.000	17.831326
434.000	1.000	17.831326
435.000	1.000	17.831326
436.000	1.000	16.829550
437.000	1.000	17.586243
438.000	1.000	17.478121
439.000	1.000	17.478121
440.000	1.000	17.478121
441.000	1.000	17.877829
442.000	1.000	17.877829
443.000	1.000	17.877829
444.000	1.000	17.877829
445.000	1.000	16.915012
446.000	1.000	16.915012
447.000	1.000	16.915012
448.000	1.000	17.478121
449.000	1.000	18.077660
450.000	1.000	18.077660
451.000	1.000	18.077660
452.000	1.000	18.497515
453.000	1.000	18.497515
454.000	1.000	0.000000
455.000	1.000	0.000000
456.000	1.000	0.000000
457.000	1.000	0.000000
458.000	1.000	0.000000
459.000	1.000	0.000000
460.000	1.000	0.000000
461.000	1.000	0.000000
462.000	1.000	0.000000
463.000	1.000	0.000000
464.000	1.000	0.000000
465.000	1.000	0.000000
466.000	1.000	0.000000
467.000	1.000	0.000000
468.000	1.000	0.000000
469.000	1.000	0.000000
470.000	1.000	0.000000
471.000	1.000	0.000000
472.000	1.000	0.000000
473.000	1.000	0.000000
474.000	1.000	0.000000
475.000	1.000	0.000000
476.000	1.000	0.000000
477.000	1.000	0.000000
478.000	1.000	0.000000
479.000	1.000	0.000000
480.000	1.000	0.000000
481.000	1.000	0.000000
482.000	1.000	0.000000
483.000	1.000	0.000000
484.000	1.000	0.000000
485.000	1.000	0.000000
486.000	1.000	0.000000
487.000	1.000	0.000000
488.000	1.000	0.000000
489.000	1.000	0.000000
490.000	1.000	0.000000
491.000	1.000	0.000000
492.000	1.000	0.000000
493.000	1.000	0.000000
494.000	1.000	0.000000
495.000	1.000	0.000000
496.000	1.000	0.000000
497.000	1.000	0.000000
498.000	1.000	0.000000
499.000	1.000	0.000000
500.000	1.000	0.000000
501.000	1.000	0.000000
502.000	1.000	0.000000
503.000	1.000	0.000000
504.000	1.000	0.000000
505.000	1.000	0.000000
506.000	1.000	0.000000
507.000	1.000	0.000000
508.000	1.000	0.000000
509.000	1.000	0.000000
510.000	1.000	0.000000
511.000	1.000	0.000000
512.000	1.000	0.000000
513.000	1.000	0.000000
514.000	1.000	0.000000
515.000	1.000	0.000000
516.000	1.000	0.000000
517.000	1.000	0.000000
518.000	1.000	0.000000
519.000	1.000	0.000000
520.000	1.000	0.000000
521.000	1.000	0.000000
522.000	1.000	0.000000
523.000	1.000	0.000000
524.000	1.000	0.000000
525.000	1.000	0.000000
526.000	1.000	0.000000
527.000	1.000	0.000000
528.000	1.000	0.000000
529.000	1.000	0.000000
530.000	1.000	0.000000
531.000	1.000	0.000000
532.000	1.000	0.000000
533.000	1.000	0.000000
534.000	1.000	0.000000
535.000	1.000	0.000000
536.000	1.000	0.000000
537.000	1.000	0.000000
538.000	1.000	0.000000
539.000	1.000	0.000000
540.000	1.000	0.000000
541.000	1.000	0.000000
542.000	1.000	0.000000
543.000	1.000	0.000000
544.000	1.000	0.000000
545.000	1.000	0.000000
546.000	1.000	0.000000
547.000	1.000	0.000000
548.000	1.000	0.000000
549.000	1.000	0.000000
550.000	1.000	0.000000
551.000	1.000	0.000000
552.000	1.000	0.000000
553.000	1.000	0.000000
554.000	1.000	0.000000
555.000	1.000	0.000000
556.000	1.000	0.000000
557.000	1.000	0.000000
558.000	1.000	0.000000
559.000	1.000	0.000000
560.000	1.000	0.000000
561.000	1.000	0.000000
562.000	1.000	0.000000
563.000	1.000	0.000000
564.000	1.000	0.000000
565.000	1.000	0.000000
566.000	1.000	0.000000
567.000	1.000	0.000000
568.000	1.000	0.000000
569.000	1.000	0.000000
570.000	1.000	0.000000
571.000	1.000	0.000000
572.000	1.000	0.000000
573.000	1.000	0.000000
574.000	1.000	0.000000
575.000	1.000	0.000000
576.000	1.000	0.000000
577.000	1.000	0.000000
578.000	1.000	0.000000
579.000	1.000	0.000000
580.000	1.000	0.000000
581.000	1.000	0.000000
582.000	1.000	0.000000
583.000	1.000	0.000000
584.000	1.000	0.000000
585.000	1.000	0.000000
586.000	1.000	0.000000
587.000	1.000	0.000000
588.000	1.000	0.000000
589.000	1.000	0.000000
590.000	1.000	0.000000
591.000	1.000	0.000000
592.000	1.000	0.000000
593.000	1.000	0.000000
594.000	1.000	0.000000
595.000	1.000	0.000000
596.000	1.000	0.000000
597.000	1.000	0.000000
598.000	1.000	0.000000
599.000	1.000	0.000000
600.000	1.000	0.000000
601.000	1.000	0.000000
602.000	1.000	0.000000
603.000	1.000	0.000000
604.000	1.000	0.000000
605.000	1.000	0.000000
606.000	1.000	0.000000
607.000	1.000	0.000000
608.000	1.000	0.000000
609.000	1.000	0.000000
610.000	1.000	0.000000
611.000	1.000	0.000000
612.000	1.000	0.000000
613.000	1.000	0.000000
614.000	1.000	0.000000
615.000	1.000	0.000000
616.000	1.000	0.000000
617.000	1.000	0.000000
618.000	1.000	0.000000
619.000	1.000	0.000000
620.000	1.000	0.000000
621.000	1.000	0.000000
622.000	1.000	0.000000
623.000	1.000	0.000000
624.000	1.000	0.000000
625.000	1.000	0.000000
626.000	1.000	0.000000
627.000	1.000	0.000000
628.000	1.000	0.000000
629.000	1.000	0.000000
630.000	1.000	0.000000
631.000	1.000	0.000000
632.000	1.000	0.000000
633.000	1.000	0.000000
634.000	1.000	0.000000
635.000	1.000	0.000000
636.000	1.000	0.000000
637.000	1.000	0.000000
638.000	1.000	0.000000
639.000	1.000	0.000000
640.000	1.000	0.000000
641.000	1.000	0.000000
642.000	1.000	0.000000
643.000	1.000	0.000000
644.000	1.000	0.000000
645.000	1.000	0.000000
646.000	1.000	0.000000
647.000	1.000	0.000000
648.000	1.000	0.000000
649.000	1.000	0.000000
650.000	1.000	0.000000
651.000	1.000	0.000000
652.000	1.000	0.000000
653.000	1.000	0.000000
654.000	1.000	0.000000
655.000	1.000	0.000000
656.000	1.000	0.000000
657.000	1.000	0.000000
658.000	1.000	0.000000
659.000	1.000	0.000000
660.000	1.000	0.000000
661.000	1.000	0.000000
662.000	1.000	0.000000
663.000	1.000	0.000000
664.000	1.000	0.000000
665.000	1.000	0.000000
666.000	1.000	0.000000
667.000	1.000	0.000000
668.000	1.000	0.000000
669.000	1.000	0.000000
670.000	1.000	0.000000
671.000	1.000	0.000000
672.000	1.000	0.000000
673.000	1.000	0.000000
674.000	1.000	0.000000
675.000	1.000	0.000000
676.000	1.000	0.000000
677.000	1.000	0.000000
678.000	1.000	0.000000
679.000	1.000	0.000000
680.000	1.000	0.000000
681.000	1.000	0.000000
682.000	1.000	0.000000
683.000	1.000	0.000000
684.000	1.000	0.000000
685.000	1.000	0.000000
686.000	1.000	0.000000
687.000	1.000	0.000000
688.000	1.000	0.000000
689.000	1.000	0.000000
690.000	1.000	0.000000
691.000	1.000	0.000000
692.000	1.000	0.000000
693.000	1.000	0.000000
694.000	1.000	0.000000
695.000	1.000	0.000000
696.000	1.000	0.000000
697.000	1.000	0.000000
698.000	1.000	0.000000
699.000	1.000	0.000000
700.000	1.000	0.000000
701.000	1.000	0.000000
702.000	1.000	0.000000
703.000	1.000	0.000000
704.000	1.000	0.000000
705.000	1.000	0.000000
706.000	1.000	0.000000
707.000	1.000	0.000000
708.000	1.000	0.000000
709.000	1.000	0.000000
710.000	1.000	0.000000
711.000	1.000	0.000000
712.000	1.000	0.000000
713.000	1.000	0.000000
714.000	1.000	0.000000
715.000	1.000	0.000000
716.000	1.000	0.000000
717.000	1.000	0.000000
718.000	1.000	0.000000
719.000	1.000	0.000000
720.000	1.000	0.000000
721.000	1.000	0.000000
722.000	1.000	0.000000
723.000	1.000	0.000000
724.000	1.000	0.000000
725.000	1.000	0.000000
726.000	1.000	0.000000
727.000	1.000	0.000000
728.000	1.000	0.000000
729.000	1.000	0.000000
730.000	1.000	0.000000
731.000	1.000	0.000000
732.000	1.000	0.000000
733.000	1.000	0.000000
734.000	1.000	0.000000
735.000	1.000	0.000000
736.000	1.000	0.000000
737.000	1.000	0.000000
738.000	1.000	0.000000
739.000	1.000	0.000000
740.000	1.000	0.000000
741.000	1.000	0.000000
742.000	1.000	0.000000
743.000	1.000	0.000000
744.000	1.000	0.000000
745.000	1.000	0.000000
746.000	1.000	0.000000
747.000	1.000	0.000000
748.000	1.000	0.000000
749.000	1.000	0.000000
750.000	1.000	0.000000
751.000	1.000	0.000000
752.000	1.000	0.000000
753.000	1.000	0.000000
754.000	1.000	0.000000
755.000	1.000	0.000000
756.000	1.000	0.000000
757.000	1.000	0.000000
758.000	1.000	0.000000
759.000	1.000	0.000000
760.000	1.000	0.000000
761.000	1.000	0.000000
762.000	1.000	0.000000
763.000	1.000	0.000000
764.000	1.000	0.000000
765.000	1.000	0.000000
766.000	1.000	0.000000
767.000	1.000	0.000000
768.000	1.000	0.000000
769.000	1.000	0.000000
770.000	1.000	0.000000
771.000	1.000	0.000000
772.000	1.000	0.000000
773.000	1.000	0.000000
774.000	1.000	0.000000
775.000	1.000	0.000000
776.000	1.000	0.000000
777.000	1.000	0.000000
778.000	1.000	0.000000
779.000	1.000	0.000000
780.000	1.000	0.000000
781.000	1.000	0.000000
782.000	1.000	0.000000
783.000	1.000	0.000000
784.000	1.000	0.000000
785.000	1.000	0.000000
786.000	1.000	0.000000
787.000	1.000	0.000000
788.000	1.000	0.000000
789.000	1.000	0.000000
790.000	1.000	0.000000
791.000	1.000	0.000000
792.000	1.000	0.000000
793.000	1.000	0.000000
794.000	1.000	0.000000
795.000	1.000	0.000000
796.000	1.000	0.000000
797.000	1.000	0.000000
798.000	1.000	0.000000
799.000	1.000	0.000000
800.000	1.000	0.000000
801.000	1.000	0.000000
802.000	1.000	0.000000
803.000	1.000	0.000000
804.000	1.000	0.000000
805.000	1.000	0.000000
806.000	1.000	0.000000
807.000	1.000	0.000000
808.000	1.000	0.000000
809.000	1.000	0.000000
810.000	1.000	0.000000
811.000	1.000	0.000000
812.000	1.000	0.000000
813.000	1.000	0.000000
814.000	1.000	0.000000
815.000	1.000	0.000000
816.000	1.000	0.000000
817.000	1.000	0.000000
818.000	1.000	0.000000
819.000	1.000	0.000000
820.000	1.000	0.000000
821.000	1.000	0.000000
822.000	1.000	0.000000
823.000	1.000	0.000000
824.000	1.000	0.000000
825.000	1.000	0.000000
826.000	1.000	0.000000
827.000	1.000	0.000000
828.000	1.000	0.000000
829.000	1.000	0.000000
830.000	1.000	0.000000
831.000	1.000	0.000000
832.000	1.000	0.000000
833.000	1.000	0.000000
834.000	1.000	0.000000
835.000	1.000	0.000000
836.000	1.000	0.000000
837.000	1.000	0.000000
838.000	1.000	0.000000
839.000	1.000	0.000000
840.000	1.000	0.000000
841.000	1.000	0.000000
842.000	1.000	0.000000
843.000	1.000	0.000000
844.000	1.000	0.000000
845.000	1.000	0.000000
846.000	1.000	0.000000
847.000	1.000	0.000000
848.000	1.000	0.000000
849.000	1.000	0.000000
850.000	1.000	0.000000
851.000	1.000	0.000000
852.000	1.000	0.000000
853.000	1.000	0.000000
854.000	1.000	0.000000
855.000	1.000	0.000000
856.000	1.000	0.000000
857.000	1.000	0.000000
858.000	1.000	0.000000
859.000	1.000	0.000000
860.000	1.000	0.000000
861.000	1.000	0.000000
862.000	1.000	0.000000
863.000	1.000	0.000000
864.000	1.000	0.000000
865.000	1.000	0.000000
866.000	1.000	0.000000
867.000	1.000	0.000000
868.000	1.000	0.000000
869.000	1.000	0.000000
870.000	1.000	0.000000
871.000	1.000	0.000000
872.000	1.000	0.000000
873.000	1.000	0.000000
874.000	1.000	0.000000
875.000	1.000	0.000000
876.000	1.000	0.000000
877.000	1.000	0.000000
878.000	1.000	0.000000
879.000	1.000	0.000000
880.000	1.000	0.000000
881.000	1.000	0.000000
882.000	1.000	0.000000
883.000	1.000	0.000000
884.000	1.000	0.000000
885.000	1.000	0.000000
886.000	1.000	0.000000
887.000	1.000	0.000000
888.000	1.000	0.000000
889.000	1.000	0.000000
890.000	1.000	0.000000
891.000	1.000	0.000000
892.000	1.000	0.000000
893.000	1.000	0.000000
894.000	1.000	0.000000
895.000	1.000	0.000000
896.000	1.000	0.000000
897.000	1.000	0.000000
898.000	1.000	0.000000
899.000	1.000	0.000000
900.000	1.000	0.000000
901.000	1.000	0.000000
902.000	1.000	0.000000
903.000	1.000	0.000000
904.000	1.000	0.000000
905.000	1.000	0.000000
906.000	1.000	0.000000
907.000	1.000	0.000000
908.000	1.000	0.000000
909.000	1.000	0.000000
910.000	1.000	0.000000
911.000	1.000	0.000000
912.000	1.000	0.000000
913.000	1.000	0.000000
914.000	1.000	0.000000
915.000	1.000	0.000000
916.000	1.000	0.000000
917.000	1.000	0.000000
918.000	1.000	0.000000
919.000	1.000	0.000000
920.000	1.000	0.000000
921.000	1.000	0.000000
922.000	1.000	0.000000
923.000	1.000	0.000000
924.000	1.000	0.000000
925.000	1.000	0.000000
926.000	1.000	0.000000
927.000	1.000	0.000000
928.000	1.000	0.000000
929.000	1.000	0.000000
930.000	1.000	0.000000
931.000	1.000	0.000000
932.000	1.000	0.000000
933.000	1.000	0.000000
934.000	1.000	0.000000
935.000	1.000	0.000000
936.000	1.000	0.000000
937.000	1.000	0.000000
938.000	1.000	0.000000
939.000	1.000	0.000000
940.000	1.000	0.000000
941.000	1.000	0.000000
942.000	1.000	0.000000
943.000	1.000	0.000000
944.000	1.000	0.000000
945.000	1.000	0.000000
946.000	1.000	0.000000
947.000	1.000	0.000000
948.000	1.000	0.000000
949.000	1.000	0.000000
950.000	1.000	0.000000
951.000	1.000	0.000000
